x,y,z
-0.20764,0.157681,0.640625
-0.199934,0.287609,0.411936
-0.145946,0.443593,0.653015
-0.058223,0.113424,0.338063
-0.266036,0.0831426,0.39336
-0.132579,-0.107342,0.337574
-0.273255,0.12618,0.457497
-0.212159,-0.467061,0.333742
-0.187702,0.327018,0.656951
-0.157512,0.0494925,0.304008
-0.189861,0.28336,0.628913
-0.22053,0.0944128,0.141261
-0.20983,0.486104,0.611037
-0.28965,0.087903,0.336923
-0.125502,-0.388843,0.324875
-0.160644,0.13311,0.598777
-0.149534,0.101412,0.583333
-0.30441,0.108599,0.361097
-0.277414,0.120939,0.242679
-0.229834,0.20477,0.53175
-0.165808,0.140584,0.573732
-0.20804,0.126232,0.613961
-0.195181,0.510754,0.557777
-0.185206,0.135818,0.0374869
-0.209809,0.228752,0.157827
-0.25584,0.175139,0.510962
-0.256002,0.222616,0.500919
-0.218312,-0.215834,0.326353
-0.22713,-0.116607,0.324427
-0.174662,0.0853787,0.157105
-0.0736653,0.0969999,0.364926
-0.132655,-0.0606849,0.342561
-0.104109,0.246657,0.472136
-0.182836,0.27971,0.487225
-0.0730426,0.23813,0.306804
-0.0563116,0.168039,0.395968
-0.288716,0.146078,0.220547
-0.30617,0.182174,0.285404
-0.0923365,0.0739399,0.296098
-0.208658,0.124488,0.578166
-0.150917,0.26941,0.496898
-0.220517,-0.435585,0.3099
-0.26339,0.125512,0.190167
-0.206403,0.416448,0.652081
-0.215984,0.44215,0.637334
-0.31908,0.17459,0.348916
-0.190226,0.229808,0.536611
-0.24438,-0.0409325,0.34486
-0.185295,0.076603,0.229814
-0.0589226,0.196783,0.38831
-0.153214,0.162016,0.552285
-0.24794,-0.257339,0.316209
-0.143138,0.133618,0.0669945
-0.19273,0.36147,0.577843
-0.129388,0.0867353,0.468299
-0.164822,0.420506,0.676137
-0.307881,0.154466,0.417588
-0.191423,0.401895,0.639207
-0.11903,0.108614,0.14162
-0.145614,-0.464599,0.332178
-0.289129,0.171632,0.241542
-0.308264,0.205333,0.325346
-0.195248,0.359575,0.522958
-0.163518,0.512652,0.61048
-0.161178,0.293775,0.370162
-0.278817,0.251073,0.330938
-0.254132,0.275975,0.370548
-0.0580432,0.212364,0.327877
-0.117576,-0.0927692,0.34339
-0.158273,0.507651,0.630326
-0.185747,0.0672085,0.42643
-0.137145,0.156661,0.0820888
-0.254228,0.117756,0.212463
-0.185294,0.240165,0.17718
-0.239307,-0.407505,0.317816
-0.0825244,0.0806546,0.341633
-0.127282,-0.423461,0.325219
-0.116716,0.218063,0.186876
-0.164627,0.300563,0.613979
-0.177761,0.179727,0.613859
-0.17312,0.297081,0.297581
-0.230193,-0.240003,0.334315
-0.234768,0.0854728,0.443351
-0.189932,0.0936253,0.623349
-0.155768,0.296965,0.597638
-0.238001,-0.108769,0.345428
-0.188029,0.383422,0.660054
-0.167982,0.286741,0.443267
-0.176906,0.206205,0.124522
-0.199602,0.180223,0.548437
-0.233904,0.158196,0.533059
-0.0481849,0.168777,0.314926
-0.116329,-0.0359255,0.345258
-0.194633,0.0667141,0.257826
-0.15403,0.178261,0.637639
-0.231615,-0.287206,0.310586
-0.214349,0.190379,0.112565
-0.155162,0.203571,0.639843
-0.317661,0.151821,0.329006
-0.233072,-0.100282,0.324294
-0.269332,0.233655,0.256094
-0.19053,0.34352,0.671469
-0.119982,0.146988,0.0963215
-0.234163,-0.45171,0.327177
-0.234359,-0.457258,0.393004
-0.26525,0.097265,0.425141
-0.160092,0.0819928,0.553463
-0.0551474,0.144089,0.288647
-0.264807,0.241743,0.449587
-0.157042,0.281399,0.4705
-0.194858,0.295494,0.366007
-0.136165,0.263877,0.233437
-0.127341,-0.344462,0.308441
-0.202411,0.322696,0.559726
-0.246268,-0.225617,0.333081
-0.289226,0.192943,0.451988
-0.23413,0.0624979,0.387116
-0.171325,0.342134,0.672086
-0.269033,0.0887446,0.260153
-0.0891796,0.166964,0.48505
-0.229385,0.108605,0.105836
-0.152193,0.486176,0.563673
-0.22378,-0.0854825,0.334787
-0.172766,0.145345,0.603635
-0.116832,-0.465759,0.423082
-0.199667,0.297978,0.321577
-0.152224,0.433616,0.622939
-0.198548,0.0596609,0.388592
-0.294464,0.0927223,0.304625
-0.144217,0.459544,0.628519
-0.199791,0.0900241,0.606321
-0.142047,0.105527,0.549517
-0.225645,0.254355,0.213926
-0.180374,0.31523,0.612407
-0.144711,0.230857,0.168801
-0.200965,0.0791982,0.194739
-0.129847,-0.0266715,0.354077
-0.293093,0.192088,0.265515
-0.209347,0.497042,0.651252
-0.230636,0.123274,0.533958
-0.260195,0.241479,0.468593
-0.148333,0.485385,0.654591
-0.171918,0.0705435,0.44773
-0.120835,0.255749,0.487337
-0.278438,0.0960875,0.401592
-0.139143,0.237323,0.191948
-0.12807,-0.274136,0.328705
-0.20364,0.483196,0.530979
-0.300745,0.218701,0.318042
-0.130204,0.219562,0.164002
-0.223578,0.292941,0.330662
-0.195715,0.514427,0.60153
-0.28002,0.123225,0.442598
-0.227646,-0.201812,0.307999
-0.262751,0.138905,0.490167
-0.190261,0.463165,0.580817
-0.143364,0.459686,0.650024
-0.113403,0.108122,0.220024
-0.106099,-0.460797,0.3957
-0.175196,0.0959042,0.118696
-0.117348,-0.166359,0.318258
-0.127015,-0.23559,0.307397
-0.115239,-0.46679,0.342718
-0.203638,0.457933,0.678402
-0.199164,0.13477,0.0468368
-0.099795,0.108834,0.453343
-0.147445,0.429623,0.644382
-0.132813,0.0919498,0.202023
-0.0522954,0.140802,0.371134
-0.262828,0.0695309,0.375238
-0.250403,0.056323,0.318973
-0.186434,0.109577,0.0524346
-0.230376,-0.045919,0.354466
-0.202767,-0.4691,0.390901
-0.211881,0.427524,0.631061
-0.173684,0.0465083,0.321694
-0.215255,0.28386,0.40734
-0.110354,0.0622149,0.376753
-0.244185,-0.0733036,0.345211
-0.21483,0.155394,0.0743829
-0.230618,0.240736,0.514025
-0.258715,0.177538,0.173699
-0.293568,0.133924,0.246209
-0.131593,-0.227961,0.331002
-0.136026,0.172821,0.0965895
-0.152581,-0.465444,0.365239
-0.169616,0.369825,0.677505
-0.15585,0.467033,0.678667
-0.174738,0.29292,0.385058
-0.190564,0.414884,0.549753
-0.143911,0.290804,0.369811
-0.250441,0.0349373,0.369462
-0.122458,-0.436436,0.315015
-0.281667,0.161794,0.215087
-0.142364,0.0446072,0.338775
-0.271182,0.148858,0.181916
-0.173166,0.361133,0.51753
-0.238167,-0.137316,0.318262
-0.225286,-0.452674,0.311641
-0.112159,0.0779445,0.264636
-0.0499914,0.185168,0.319929
-0.227586,-0.233345,0.30895
-0.210131,0.282849,0.443684
-0.177787,0.519128,0.573594
-0.265302,-0.468445,0.389657
-0.0953857,0.200009,0.495108
-0.214866,0.482335,0.643745
-0.187292,0.441599,0.551239
-0.118158,-0.0518818,0.350064
-0.227952,-0.43375,0.329572
-0.199897,0.0795099,0.223393
-0.222647,-0.401922,0.320308
-0.16748,0.156501,0.0671431
-0.0855549,0.252911,0.365742
-0.152996,0.296817,0.31654
-0.19562,0.275136,0.580774
-0.189159,0.436842,0.695979
-0.164368,0.288831,0.410513
-0.20213,0.436408,0.663973
-0.234417,-0.470298,0.333831
-0.229097,-0.317833,0.314108
-0.0675146,0.225152,0.29905
-0.239305,-0.0233961,0.340639
-0.181664,0.0729427,0.470332
-0.117899,-0.0793023,0.333623
-0.167261,0.39987,0.686988
-0.158483,0.129443,0.583278
-0.0604121,0.213596,0.309032
-0.117319,0.0270693,0.34687
-0.0921132,0.0709968,0.352631
-0.185188,0.430023,0.496438
-0.152303,0.111332,0.60836
-0.195661,0.0469107,0.31309
-0.202294,0.48809,0.672957
-0.250833,0.27721,0.305581
-0.164874,0.420378,0.622283
-0.158069,0.263608,0.624399
-0.233238,0.274718,0.420796
-0.253306,0.250066,0.242443
-0.101754,0.250246,0.437748
-0.250402,0.189144,0.155813
-0.149627,0.218212,0.140173
-0.190156,0.386845,0.561444
-0.164062,0.0658669,0.412392
-0.174917,0.25881,0.516817
-0.123333,0.00938265,0.36389
-0.174796,0.0648209,0.262305
-0.167359,0.200901,0.659573
-0.216914,0.45742,0.628201
-0.162676,0.356013,0.528489
-0.203863,0.134472,0.646173
-0.228332,0.292121,0.356689
-0.307272,0.193329,0.298378
-0.286685,0.0915025,0.370776
-0.292497,0.155944,0.444925
-0.187815,0.35228,0.69916
-0.256616,0.138858,0.140089
-0.195955,0.206902,0.612869
-0.216246,0.121461,0.0706606
-0.164911,0.332527,0.595185
-0.151604,0.0824839,0.219843
-0.239354,0.215905,0.171358
-0.204675,0.454694,0.611637
-0.165552,0.229903,0.149886
-0.205605,0.296825,0.599169
-0.117792,-0.285797,0.325463
-0.122758,0.166779,0.529501
-0.139479,0.0920361,0.155607
-0.156394,0.442229,0.667271
-0.0571588,0.118512,0.353022
-0.154819,0.116754,0.628281
-0.171745,0.116819,0.0211221
-0.168155,0.367708,0.69419
-0.205788,0.217806,0.636878
-0.233324,0.101992,0.500897
-0.245619,0.270773,0.401771
-0.0722078,0.129283,0.420492
-0.24128,-0.342333,0.319886
-0.300561,0.223108,0.353781
-0.16782,0.284894,0.573442
-0.180818,0.145285,0.572409
-0.191971,0.254812,0.518254
-0.225265,-0.381361,0.316898
-0.189182,0.40139,0.698409
-0.262636,0.207777,0.498374
-0.196474,0.297341,0.350465
-0.246744,0.0822468,0.249545
-0.104576,0.274459,0.330798
-0.167486,0.400371,0.552406
-0.232602,-0.171136,0.311721
-0.174995,0.27979,0.2576
-0.234856,0.0104705,0.366639
-0.203888,0.264284,0.505149
-0.106467,0.253503,0.45415
-0.175155,0.449417,0.498097
-0.114038,0.240828,0.221684
-0.0896355,0.215948,0.471882
-0.212576,0.0828699,0.183871
-0.050829,0.162042,0.377002
-0.0757417,0.156519,0.225536
-0.25104,0.0786069,0.401726
-0.0955815,0.15094,0.494131
-0.206679,0.42608,0.531157
-0.279423,0.239795,0.28198
-0.179861,0.114609,0.648937
-0.249297,0.103876,0.227673
-0.224288,0.263453,0.228001
-0.217822,0.0752753,0.246305
-0.197665,0.383357,0.511741
-0.204489,0.265835,0.240878
-0.127481,-0.114354,0.324707
-0.239239,0.127318,0.521253
-0.126393,0.0846507,0.444752
-0.312648,0.129073,0.383916
-0.270637,0.198203,0.487876
-0.250792,0.205317,0.182559
-0.0474586,0.151355,0.339618
-0.163282,0.510679,0.562706
-0.127406,-0.131063,0.321681
-0.262467,0.256332,0.274937
-0.160515,0.425421,0.541037
-0.158438,0.2299,0.641124
-0.222185,0.125434,0.54932
-0.0962202,0.104315,0.24981
-0.192994,0.386616,0.69316
-0.237858,0.266352,0.241106
-0.258748,0.131163,0.161796
-0.187811,0.242393,0.595144
-0.130524,0.180278,0.109035
-0.161676,0.225505,0.610636
-0.30103,0.101151,0.338403
-0.243093,-0.311705,0.322014
-0.130044,-0.314725,0.316834
-0.0889797,0.103367,0.415028
-0.310406,0.130101,0.306294
-0.232483,0.0849825,0.238063
-0.315296,0.16707,0.314413
-0.167406,0.470336,0.509695
-0.230977,-0.251027,0.306255
-0.154758,0.445401,0.516119
-0.180502,0.0801185,0.172346
-0.173979,0.376311,0.705411
-0.12077,0.103985,0.162602
-0.156933,0.162032,0.65248
-0.177061,0.0755048,0.555182
-0.274793,0.190669,0.225502
-0.237926,-0.171177,0.33382
-0.204776,0.36873,0.530584
-0.205241,0.443782,0.536126
-0.109381,0.116185,0.173941
-0.116819,0.283192,0.335626
-0.10542,0.262323,0.274005
-0.237661,0.172343,0.110074
-0.209353,0.0955674,0.12523
-0.199117,0.461785,0.560493
-0.245211,-0.208962,0.308433
-0.204497,0.142238,0.618123
-0.188352,0.35956,0.670894
-0.20936,0.109031,0.602903
-0.235291,-0.268348,0.333113
-0.19509,0.452393,0.690889
-0.194278,0.305,0.613707
-0.0931962,0.0711603,0.313798
-0.249574,0.0411431,0.338778
-0.287776,0.227851,0.404949
-0.141162,-0.441531,0.318887
-0.18397,0.299675,0.319825
-0.218776,0.0784009,0.451499
-0.136234,0.0891427,0.223517
-0.13334,0.114276,0.533988
-0.0887932,0.0952997,0.266344
-0.178909,0.426213,0.616952
-0.271885,0.153715,0.481098
-0.125028,0.105711,0.504243
-0.123207,0.144857,0.52968
-0.222822,0.179223,0.103381
-0.0479558,0.154587,0.319926
-0.0507172,0.140125,0.313432
-0.137605,0.273476,0.472905
-0.184985,0.375333,0.571107
-0.18261,0.418324,0.700113
-0.203371,0.0727923,0.449058
-0.112121,-0.245315,0.321026
-0.209772,0.153097,0.554948
-0.173716,0.329366,0.662191
-0.0874188,0.186318,0.480425
-0.114944,-0.216083,0.331681
-0.180339,0.479267,0.686214
-0.115784,0.222107,0.514399
-0.212441,0.0870209,0.505066
-0.170618,0.374986,0.51054
-0.160046,0.0931332,0.609737
-0.23603,0.268255,0.45676
-0.265387,0.266193,0.371643
-0.0932166,0.235792,0.254408
-0.23514,-0.0132673,0.361224
-0.317419,0.176631,0.388313
-0.23896,0.273342,0.267562
-0.0705137,0.174167,0.248727
-0.218425,0.0683462,0.403602
-0.0515966,0.184521,0.368552
-0.0611085,0.149349,0.258765
-0.169734,0.24667,0.203778
-0.174557,0.273772,0.498066
-0.0567988,0.201449,0.301194
-0.315934,0.130674,0.356519
-0.128695,-0.155757,0.31819
-0.157528,0.351094,0.572171
-0.207873,0.49931,0.619064
-0.204227,0.0479093,0.335462
-0.120166,0.0312554,0.372178
-0.204005,0.193486,0.627583
-0.200355,0.290279,0.393424
-0.0907552,0.129269,0.467202
-0.151224,0.486519,0.598066
-0.194366,0.392542,0.669855
-0.153026,0.468603,0.540666
-0.0885816,0.111259,0.428821
-0.215993,0.24588,0.204499
-0.0991593,0.131314,0.173109
-0.203638,0.284063,0.456893
-0.183972,0.290812,0.278768
-0.109741,0.0629829,0.294865
-0.238017,-0.356593,0.31241
-0.178297,0.316336,0.549062
-0.194977,0.254006,0.221772
-0.246633,0.114777,0.496563
-0.108624,0.13303,0.12278
-0.243124,0.265494,0.440087
-0.0977731,0.263626,0.388559
-0.094999,0.0782601,0.28091
-0.314009,0.191929,0.379345
-0.110045,0.246447,0.235545
-0.214745,0.0540868,0.377383
-0.244221,-0.133604,0.335634
-0.224065,0.19558,0.122747
-0.0837526,0.245393,0.380201
-0.165048,0.257028,0.227081
-0.204854,0.240016,0.192949
-0.138182,-0.459127,0.320783
-0.0479672,0.172932,0.354045
-0.17022,0.0938411,0.624261
-0.234309,0.233968,0.190217
-0.28968,0.220167,0.28065
-0.198657,0.206918,0.654008
-0.240058,-0.464236,0.424366
-0.166757,0.0764945,0.236979
-0.122647,-0.160349,0.333727
-0.155005,0.141917,0.563945
-0.167434,0.190902,0.615408
-0.192526,0.168901,0.617244
-0.309796,0.119481,0.318399
-0.24047,0.187572,0.526244
-0.220256,0.0321405,0.346764
-0.184763,0.385984,0.504616
-0.0614695,0.124437,0.385466
-0.27389,0.135064,0.193556
-0.0972314,0.0867414,0.395329
-0.235266,0.081702,0.429267
-0.153011,0.214551,0.538161
-0.18211,0.451857,0.596048
-0.165687,0.176298,0.662726
-0.157187,0.248058,0.60811
-0.193304,0.134575,0.657449
-0.150879,0.0484399,0.31887
-0.185176,0.241414,0.650231
-0.13424,0.283282,0.389618
-0.162546,0.49816,0.539723
-0.109924,-0.231162,0.312553
-0.102253,0.146443,0.145045
-0.157256,0.0491889,0.344836
-0.11189,0.108684,0.484618
-0.209311,0.488836,0.574462
-0.220518,-0.230236,0.324604
-0.180211,0.209282,0.607163
-0.174768,0.299312,0.332897
-0.186176,0.284505,0.265903
-0.150697,0.276647,0.482623
-0.194708,0.342723,0.534913
-0.30636,0.200656,0.398635
-0.204389,0.170782,0.65269
-0.215744,0.206539,0.130739
-0.247619,0.0273881,0.348874
-0.300412,0.218666,0.381171
-0.218645,0.249722,0.514572
-0.306037,0.21362,0.363794
-0.216875,0.167033,0.0866892
-0.154299,0.0836079,0.502654
-0.110481,0.136958,0.510743
-0.297978,0.215406,0.29664
-0.127952,-0.250924,0.308072
-0.0951778,0.127433,0.197688
-0.154827,0.0880598,0.572981
-0.116224,-0.0055611,0.352087
-0.127846,-0.296009,0.326701
-0.122034,-0.0470831,0.337077
-0.158298,0.429872,0.508484
-0.0609229,0.120208,0.291896
-0.204444,0.313404,0.571064
-0.238427,-0.426539,0.320522
-0.112078,0.169623,0.124155
-0.131993,0.00921395,0.351646
-0.120223,-0.18032,0.330245
-0.0798642,0.124518,0.43263
-0.068071,0.131005,0.261632
-0.155521,0.401284,0.518527
-0.212051,0.0803883,0.476771
-0.206567,0.116846,0.627718
-0.205306,0.188806,0.647989
-0.172413,0.391725,0.700209
-0.238158,-0.28883,0.329623
-0.141819,0.16578,0.544478
-0.151956,0.0814364,0.188321
-0.22435,-0.052254,0.342413
-0.270234,0.259882,0.306714
-0.125073,-0.272543,0.308393
-0.121295,-0.400413,0.315362
-0.170416,0.0815009,0.599574
-0.201221,0.471919,0.517843
-0.126714,0.0561807,0.297104
-0.101832,0.181657,0.172609
-0.144213,0.295155,0.339733
-0.224452,0.290294,0.301659
-0.242209,-0.00094269,0.359819
-0.254689,0.25575,0.437815
-0.153424,0.13831,0.62546
-0.200315,0.331441,0.590964
-0.123513,0.0518351,0.326947
-0.223816,-0.45632,0.383262
-0.143746,0.182576,0.103514
-0.123745,0.106376,0.128397
-0.194487,0.101855,0.0957122
-0.135087,-0.467072,0.385705
-0.256754,0.156461,0.143168
-0.218525,-0.422683,0.315455
-0.153659,0.160857,0.0746625
-0.1812,0.391719,0.650807
-0.135925,0.22103,0.529718
-0.105737,0.123705,0.49217
-0.160369,0.405609,0.637383
-0.256092,0.101293,0.448486
-0.316519,0.183794,0.338456
-0.28079,0.104884,0.416278
-0.317088,0.138227,0.344604
-0.240548,0.0631211,0.275059
-0.214746,0.232541,0.173049
-0.250561,-0.228829,0.309055
-0.200619,0.335102,0.547035
-0.202452,0.30012,0.575529
-0.126523,0.287322,0.36196
-0.222726,0.114467,0.0878129
-0.180846,0.0524817,0.363356
-0.20778,0.294955,0.30061
-0.129783,-0.182928,0.313852
-0.206603,0.47032,0.605892
-0.141511,0.114787,0.080195
-0.240058,-0.0649713,0.332818
-0.127118,-0.3003,0.309934
-0.295588,0.0932371,0.318671
-0.202778,0.471292,0.586077
-0.0963768,0.183893,0.194994
-0.18332,0.157743,0.562101
-0.185253,0.175448,0.666943
-0.204816,0.347034,0.57074
-0.236832,0.188324,0.127138
-0.165177,0.494831,0.670851
-0.200617,0.286222,0.428312
-0.138899,0.286945,0.285152
-0.11341,0.0932789,0.244013
-0.154869,0.500706,0.567885
-0.0896457,0.260601,0.310243
-0.146706,0.0746365,0.439597
-0.138957,0.219432,0.150787
-0.170737,0.28409,0.471833
-0.245191,0.214129,0.517233
-0.225547,0.0909334,0.213378
-0.131961,0.274083,0.45478
-0.153524,0.416805,0.526295
-0.165846,0.398527,0.657669
-0.152096,0.0760049,0.244031
-0.143926,0.116509,0.561864
-0.148653,0.470851,0.661519
-0.270697,0.161207,0.188436
-0.311209,0.118123,0.352617
-0.2891,0.132365,0.437206
-0.134005,0.190622,0.53468
-0.185803,0.509346,0.545937
-0.0658151,0.104316,0.355998
-0.104937,-0.460648,0.381724
-0.187648,0.209606,0.543751
-0.27033,0.115042,0.448354
-0.281444,0.213683,0.455097
-0.206853,0.454654,0.520363
-0.124695,0.0596923,0.382046
-0.173987,0.351166,0.6981
-0.107478,0.049992,0.370785
-0.0948009,0.117875,0.239414
-0.179809,0.297474,0.561481
-0.204609,0.252251,0.607832
-0.0885485,-0.467526,0.399419
-0.16857,0.384058,0.674994
-0.22681,-0.184412,0.32969
-0.210644,0.273792,0.253802
-0.149104,0.268478,0.245541
-0.121099,0.101972,0.201009
-0.0607478,0.133964,0.39695
-0.131711,-0.469113,0.355661
-0.173662,0.355792,0.670281
-0.237893,-0.385252,0.312662
-0.153336,0.453749,0.530354
-0.165024,0.411495,0.502469
-0.09841,0.105245,0.440059
-0.216679,0.233542,0.527475
-0.172134,0.241533,0.183956
-0.149874,0.199488,0.119307
-0.227257,0.0487175,0.323361
-0.184996,0.0794471,0.597988
-0.255502,0.188839,0.512452
-0.162405,0.255713,0.595636
-0.269068,0.0667231,0.346932
-0.0874239,0.0914651,0.386905
-0.162487,0.461163,0.595652
-0.165431,0.515532,0.591793
-0.240624,0.102733,0.195122
-0.265524,0.148712,0.16934
-0.0782067,0.104824,0.272018
-0.187102,0.114215,0.0178898
-0.18027,0.275022,0.635592
-0.25998,0.0502325,0.361673
-0.202929,0.0827313,0.556686
-0.300277,0.124149,0.411271
-0.276821,0.217281,0.253222
-0.30093,0.104813,0.304709
-0.204599,0.276806,0.594469
-0.267794,0.127033,0.47001
-0.280154,0.131836,0.213094
-0.214081,0.0896299,0.152323
-0.14508,0.253405,0.219001
-0.225598,0.151767,0.541782
-0.212625,0.479808,0.628949
-0.208811,0.471007,0.670947
-0.180325,0.315636,0.658278
-0.133088,-0.255019,0.326892
-0.217391,0.448631,0.649236
-0.171016,0.170464,0.554488
-0.167465,0.293361,0.285766
-0.207887,0.146148,0.633392
-0.131135,-0.380229,0.315968
-0.151021,0.29426,0.355857
-0.0698556,0.15045,0.433337
-0.180176,0.426095,0.550027
-0.220184,-0.204344,0.319078
-0.180645,0.480703,0.512192
-0.247312,0.280708,0.353351
-0.130296,0.0947788,0.169961
-0.157431,0.051595,0.360251
-0.251461,0.212129,0.194269
-0.177762,0.460763,0.573165
-0.119405,0.0695736,0.273008
-0.1394,0.0341116,0.363856
-0.122711,-0.199684,0.331107
-0.0881461,0.242808,0.403388
-0.164967,0.482933,0.681676
-0.253985,0.275339,0.324106
-0.0585094,0.117347,0.30495
-0.193653,0.235741,0.161773
-0.28647,0.18689,0.247928
-0.196983,0.410205,0.676412
-0.168338,0.236932,0.532468
-0.241176,0.103504,0.178223
-0.260327,0.0951139,0.247149
-0.29084,0.107298,0.402444
-0.197472,0.162287,0.556815
-0.232656,0.271197,0.253258
-0.187835,0.24919,0.21056
-0.203151,0.122358,0.63953
-0.0787415,0.102087,0.390585
-0.209609,0.0441457,0.362347
-0.311879,0.165324,0.294293
-0.204392,0.506026,0.632053
-0.214349,0.466626,0.657018
-0.119803,-0.359668,0.319879
-0.126534,-0.458067,0.33085
-0.14163,0.0966623,0.129204
-0.147133,0.208452,0.130001
-0.199876,0.0694544,0.427175
-0.16356,0.434063,0.676
-0.154623,0.353062,0.55627
-0.313512,0.143706,0.309221
-0.109498,-0.467603,0.368765
-0.200576,0.44077,0.505915
-0.264511,0.229331,0.479834
-0.0928841,0.264353,0.329013
-0.0968953,0.234423,0.471918
-0.251223,-0.460501,0.377679
-0.118983,-0.335597,0.319246
-0.124214,0.281322,0.288692
-0.169467,0.050173,0.297957
-0.0940582,0.245891,0.416312
-0.170084,0.112876,0.0410654
-0.121206,-0.466988,0.394205
-0.317431,0.18308,0.362793
-0.173082,0.0470915,0.335061
-0.119898,0.272237,0.271169
-0.273656,0.0738941,0.286119
-0.162211,0.0778132,0.484568
-0.226341,-0.329674,0.319698
-0.205624,0.463369,0.548722
-0.199142,0.226536,0.610032
-0.129779,0.0694234,0.3946
-0.136088,-0.414757,0.315302
-0.192762,0.219005,0.65515
-0.127854,-0.00753906,0.344991
-0.127491,-0.458316,0.377783
-0.124686,0.0542826,0.311761
-0.122932,0.246302,0.503013
-0.0668052,0.14147,0.420114
-0.232886,-0.467355,0.384421
-0.0786113,0.0959887,0.377264
-0.284319,0.0802111,0.311033
-0.158152,0.24299,0.198341
-0.244852,-0.461537,0.404258
-0.152663,0.483074,0.550743
-0.19977,0.43719,0.611076
-0.227827,-0.137052,0.337733
-0.232703,-0.210235,0.336184
-0.305496,0.118317,0.299841
-0.205909,0.42997,0.513878
-0.0801542,0.107092,0.403726
-0.170904,0.439978,0.695069
-0.128261,-0.0709884,0.333423
-0.175476,0.290365,0.626436
-0.0893776,0.154151,0.189129
-0.265701,0.0651635,0.295531
-0.186485,0.37252,0.707736
-0.11058,0.144452,0.111774
-0.160803,0.415388,0.664578
-0.158589,0.505954,0.645412
-0.299863,0.143605,0.252726
-0.162951,0.457985,0.687544
-0.198662,0.39154,0.552448
-0.219984,-0.455588,0.331103
-0.0478521,0.176355,0.337555
-0.159995,0.439954,0.541556
-0.31278,0.195222,0.332936
-0.224149,-0.272559,0.316792
-0.12055,0.261081,0.238759
-0.119249,-0.194237,0.311088
-0.161897,0.0836818,0.164244
-0.225569,-0.0268538,0.35252
-0.243635,-0.298165,0.322069
-0.230391,-0.0706017,0.351352
-0.175848,0.446935,0.55506
-0.120441,0.122407,0.101907
-0.179291,0.152949,0.06248
-0.10792,0.0995392,0.44874
-0.105368,0.123999,0.163146
-0.237015,0.0711968,0.396574
-0.294127,0.129336,0.258534
-0.203033,0.144783,0.0575802
-0.27599,0.251827,0.376589
-0.142728,0.128848,0.555856
-0.0741287,0.234533,0.29266
-0.28468,0.105201,0.26265
-0.125465,-0.213693,0.306446
-0.226563,0.288123,0.372533
-0.231932,0.0662735,0.265659
-0.191407,0.222321,0.140817
-0.121741,-0.14166,0.337101
-0.168069,0.508611,0.549666
-0.194181,0.243219,0.528193
-0.167826,0.225695,0.652814
-0.310163,0.204254,0.348556
-0.245232,0.0575645,0.382179
-0.110132,-0.217838,0.31923
-0.152258,0.135862,0.0567756
-0.235103,0.0917217,0.474267
-0.117655,-0.258776,0.309913
-0.1254,-0.239427,0.332065
-0.210515,0.289566,0.385093
-0.276688,0.0730597,0.319298
-0.204417,-0.460558,0.365763
-0.238706,0.125264,0.0985266
-0.16419,0.255276,0.637366
-0.182208,0.490867,0.521174
-0.124226,0.190935,0.129183
-0.263106,0.234953,0.244714
-0.206493,0.0645554,0.39998
-0.257402,0.225566,0.222096
-0.253003,0.204861,0.512452
-0.305207,0.151803,0.268863
-0.239538,-0.46077,0.35569
-0.16104,0.137931,0.652941
-0.154636,0.503884,0.583262
-0.155453,0.326902,0.576939
-0.205355,0.240276,0.616823
-0.258714,0.105292,0.236509
-0.167745,0.159108,0.615635
-0.260847,-0.461274,0.403652
-0.18106,0.401256,0.499344
-0.0964667,0.213627,0.493774
-0.112233,0.0866622,0.420482
-0.185374,0.140262,0.596001
-0.134356,0.136057,0.542958
-0.15614,0.0703268,0.42899
-0.285209,0.119253,0.42978
-0.103113,0.0638883,0.31783
-0.242092,0.256003,0.48361
-0.0960401,0.137824,0.487566
-0.204976,0.0889603,0.583832
-0.105557,0.174922,0.150041
-0.0658757,0.133058,0.409873
-0.248635,-0.201511,0.318744
-0.133661,0.125512,0.0818887
-0.292359,0.230872,0.305132
-0.25203,0.250345,0.473234
-0.127977,-0.0321897,0.341128
-0.196347,0.429545,0.677476
-0.250704,0.234372,0.50079
-0.162898,0.297576,0.307116
-0.225732,-0.296049,0.319794
-0.15516,0.235097,0.621578
-0.114281,0.121037,0.116702
-0.253486,0.139209,0.505786
-0.0484908,0.148718,0.356395
-0.195224,0.0657011,0.414395
-0.234089,0.0923961,0.22751
-0.101797,0.117847,0.228611
-0.235806,0.155985,0.0954129
-0.18274,0.519946,0.585433
-0.135633,0.0897049,0.186134
-0.214821,0.0965055,0.551077
-0.319772,0.162288,0.34531
-0.235041,-0.00613823,0.341746
-0.1332,-0.0930726,0.337869
-0.149302,0.0861074,0.164558
-0.126677,0.288601,0.341801
-0.238837,0.252292,0.217023
-0.223046,0.0596415,0.275586
-0.198024,0.0501159,0.350933
-0.108755,0.263938,0.406969
-0.160507,0.478419,0.522503
-0.198011,0.133724,0.59599
-0.314381,0.171671,0.404344
-0.112434,0.0802206,0.401982
-0.243992,-0.160331,0.330396
-0.105405,0.135122,0.135613
-0.303083,0.110429,0.373678
-0.152934,0.0531408,0.292646
-0.302985,0.133596,0.278445
-0.192921,0.156565,0.613925
